user_id,event_type,product_id,timestamp
U0008,viewed,P0069,2024-06-23T03:00:07Z
U0008,purchased,P0055,2024-06-18T02:52:49Z
U0008,add-to-cart,P0045,2024-06-18T23:54:25Z
U0008,viewed,P0046,2024-06-21T23:43:25Z
U0008,viewed,P0079,2024-06-21T02:05:03Z
U0008,purchased,P0004,2025-01-20T14:31:47Z
U0008,viewed,P0095,2025-01-14T10:27:53Z
U0008,viewed,P0079,2025-01-15T21:15:07Z
U0008,add-to-cart,P0057,2025-01-17T16:45:17Z
U0008,viewed,P0020,2025-05-17T08:14:07Z
U0008,viewed,P0073,2025-05-15T08:14:07Z
U0008,viewed,P0094,2025-05-13T07:23:11Z
U0008,add-to-cart,P0040,2025-05-16T05:40:53Z
U0009,viewed,P0087,2024-06-03T10:10:53Z
U0009,viewed,P0033,2024-06-03T06:15:42Z
U0009,purchased,P0012,2024-06-07T02:13:11Z
U0009,viewed,P0062,2024-06-03T08:08:07Z
U0009,purchased,P0056,2024-06-07T18:29:55Z
U0009,viewed,P0062,2024-06-02T19:39:42Z
U0009,add-to-cart,P0018,2024-06-16T10:36:45Z
U0009,viewed,P0077,2024-06-20T21:34:17Z
U0009,add-to-cart,P0047,2024-06-18T09:10:44Z
U0009,viewed,P0029,2024-06-16T11:33:07Z
U0009,viewed,P0010,2024-07-05T16:51:14Z
U0009,viewed,P0067,2024-06-30T11:36:20Z
U0009,viewed,P0056,2024-07-03T13:42:56Z
U0009,add-to-cart,P0083,2024-08-14T18:51:31Z
U0009,purchased,P0065,2024-08-15T04:16:50Z
U0009,add-to-cart,P0055,2024-08-12T11:35:42Z
U0009,purchased,P0050,2024-09-10T15:24:34Z
U0009,viewed,P0064,2024-09-12T04:52:38Z
U0009,add-to-cart,P0022,2024-09-11T16:34:45Z
U0009,add-to-cart,P0067,2024-09-10T02:22:22Z
U0009,add-to-cart,P0076,2024-09-11T10:51:28Z
U0009,viewed,P0045,2024-11-19T16:06:12Z
U0009,viewed,P0024,2024-11-20T16:55:37Z
U0009,add-to-cart,P0023,2024-11-17T00:55:21Z
U0010,viewed,P0043,2024-11-17T14:39:49Z
U0010,purchased,P0086,2024-11-19T01:12:23Z
U0010,viewed,P0015,2024-11-13T13:54:38Z
U0010,add-to-cart,P0055,2024-11-13T15:51:31Z
U0010,add-to-cart,P0091,2024-11-15T00:14:07Z
U0010,viewed,P0034,2025-01-20T04:24:51Z
U0010,viewed,P0056,2025-01-19T13:24:35Z
U0010,viewed,P0039,2025-01-21T18:52:17Z
U0010,purchased,P0059,2025-01-17T12:39:11Z
U0010,viewed,P0057,2025-01-18T18:08:16Z
U0011,viewed,P0071,2024-04-11T12:12:50Z
U0011,viewed,P0029,2024-04-11T10:32:26Z
U0011,purchased,P0077,2024-04-11T09:56:23Z
U0011,viewed,P0021,2024-04-15T06:07:56Z
U0011,viewed,P0059,2024-04-11T17:43:15Z
U0011,viewed,P0049,2024-04-23T07:30:03Z
U0011,purchased,P0014,2024-04-19T13:31:46Z
U0011,add-to-cart,P0003,2024-04-21T19:17:04Z
U0011,viewed,P0017,2024-04-22T05:16:34Z
U0011,add-to-cart,P0069,2024-05-03T21:58:43Z
U0011,purchased,P0008,2024-05-04T00:05:56Z
U0011,add-to-cart,P0002,2024-05-07T15:39:17Z
U0011,purchased,P0066,2024-05-02T21:52:00Z
U0011,add-to-cart,P0045,2024-05-06T11:14:16Z
U0011,add-to-cart,P0007,2024-06-13T06:06:14Z
U0011,viewed,P0004,2024-06-16T20:00:47Z
U0011,purchased,P0022,2024-06-15T14:08:56Z
U0011,viewed,P0015,2024-06-19T04:40:08Z
U0011,viewed,P0056,2024-08-12T07:20:00Z
U0011,viewed,P0087,2024-08-10T00:06:16Z
U0011,viewed,P0079,2024-08-11T14:55:13Z
U0011,viewed,P0088,2024-08-11T22:51:32Z
U0011,viewed,P0049,2024-08-11T23:38:26Z
U0011,viewed,P0061,2024-08-21T14:49:56Z
U0011,viewed,P0074,2024-08-15T02:01:28Z
U0011,add-to-cart,P0100,2024-08-21T08:50:33Z
U0011,viewed,P0064,2024-09-29T10:59:26Z
U0011,viewed,P0097,2024-09-29T21:39:45Z
U0011,viewed,P0093,2024-09-28T12:30:44Z
U0012,add-to-cart,P0093,2025-01-16T03:58:10Z
U0012,viewed,P0066,2025-01-15T07:04:18Z
U0012,add-to-cart,P0091,2025-01-13T22:49:00Z
U0012,viewed,P0030,2025-01-19T15:52:52Z
U0012,viewed,P0028,2025-01-16T00:23:05Z
U0012,viewed,P0030,2025-01-19T12:18:17Z
U0013,add-to-cart,P0092,2024-02-22T23:55:17Z
U0013,add-to-cart,P0048,2024-02-20T01:12:23Z
U0013,viewed,P0072,2024-02-18T15:50:56Z
U0013,viewed,P0080,2024-02-17T16:16:41Z
U0013,viewed,P0043,2024-03-14T00:17:33Z
U0013,viewed,P0066,2024-03-12T09:54:13Z
U0013,viewed,P0004,2024-03-14T05:47:52Z
U0013,viewed,P0089,2024-03-13T03:16:03Z
U0013,add-to-cart,P0054,2024-03-11T12:24:17Z
U0013,viewed,P0073,2024-03-11T02:34:10Z
U0013,purchased,P0015,2024-04-22T20:05:28Z
U0013,viewed,P0082,2024-04-20T11:29:17Z
U0013,viewed,P0100,2024-04-26T23:25:47Z
U0013,viewed,P0022,2024-04-21T13:59:25Z
U0013,viewed,P0010,2024-04-23T12:04:17Z
U0013,viewed,P0022,2024-04-26T14:39:43Z
U0014,viewed,P0057,2024-07-26T17:24:16Z
U0014,viewed,P0058,2024-07-21T08:15:38Z
U0014,viewed,P0099,2024-07-26T20:40:02Z
U0014,add-to-cart,P0001,2024-07-25T16:24:28Z
U0014,add-to-cart,P0032,2024-08-12T01:12:18Z
U0014,add-to-cart,P0002,2024-08-12T11:30:21Z
U0014,purchased,P0008,2024-08-16T17:41:46Z
U0014,purchased,P0078,2024-08-18T03:42:22Z
U0014,viewed,P0003,2024-08-20T12:10:26Z
U0014,viewed,P0042,2024-08-22T11:06:36Z
U0014,viewed,P0027,2024-08-22T17:36:22Z
U0014,viewed,P0067,2024-09-25T07:06:36Z
U0014,viewed,P0074,2024-09-22T07:21:31Z
U0014,add-to-cart,P0075,2024-09-22T13:11:42Z
U0014,viewed,P0071,2024-09-28T02:15:54Z
U0014,viewed,P0088,2024-09-23T18:48:42Z
U0015,purchased,P0096,2024-09-24T12:05:47Z
U0015,purchased,P0013,2024-09-21T14:46:53Z
U0015,add-to-cart,P0066,2024-09-20T09:55:16Z
U0015,viewed,P0042,2024-09-25T13:17:08Z
U0015,viewed,P0026,2024-09-23T21:27:39Z
U0015,viewed,P0046,2024-09-23T03:22:07Z
U0016,add-to-cart,P0052,2024-07-10T21:16:51Z
U0016,viewed,P0055,2024-07-11T00:10:17Z
U0016,add-to-cart,P0052,2024-07-10T23:17:40Z
U0016,viewed,P0017,2024-07-11T18:29:04Z
U0016,add-to-cart,P0074,2024-07-08T07:07:38Z
U0016,viewed,P0043,2024-07-15T23:16:33Z
U0016,viewed,P0006,2024-07-17T20:06:39Z
U0016,add-to-cart,P0052,2024-07-15T02:19:09Z
U0016,viewed,P0068,2024-07-16T02:24:32Z
U0016,viewed,P0073,2024-07-28T20:33:07Z
U0016,viewed,P0086,2024-07-31T20:12:09Z
U0016,viewed,P0072,2024-08-02T22:41:12Z
U0016,add-to-cart,P0079,2024-07-28T10:37:55Z
U0017,add-to-cart,P0062,2024-06-17T18:05:13Z
U0017,viewed,P0007,2024-06-18T09:52:35Z
U0017,viewed,P0050,2024-06-14T12:30:24Z
U0017,viewed,P0053,2024-06-18T15:48:48Z
U0017,viewed,P0057,2024-07-01T14:52:44Z
U0017,viewed,P0051,2024-07-03T23:15:17Z
U0017,viewed,P0069,2024-06-29T22:39:58Z
U0017,viewed,P0084,2024-07-04T14:03:47Z
U0017,add-to-cart,P0082,2024-07-01T16:13:11Z
U0017,viewed,P0028,2024-07-03T11:37:48Z
U0017,viewed,P0046,2024-07-10T10:56:15Z
U0017,add-to-cart,P0040,2024-07-10T01:07:03Z
U0017,viewed,P0072,2024-07-10T12:45:26Z
U0017,purchased,P0059,2024-07-31T06:30:01Z
U0017,add-to-cart,P0057,2024-07-31T21:17:52Z
U0017,viewed,P0065,2024-07-29T11:43:57Z
U0017,purchased,P0066,2024-08-02T19:26:20Z
U0017,purchased,P0073,2024-08-02T09:11:46Z
U0017,viewed,P0050,2024-08-08T16:20:05Z
U0017,purchased,P0056,2024-08-03T11:31:31Z
U0017,purchased,P0014,2024-08-14T16:34:15Z
U0017,viewed,P0056,2024-08-11T11:42:25Z
U0017,viewed,P0029,2024-08-13T17:50:46Z
U0017,viewed,P0051,2024-08-09T03:58:55Z
U0017,purchased,P0077,2024-08-13T10:33:45Z
U0017,viewed,P0021,2024-08-11T04:44:42Z
U0017,viewed,P0047,2024-10-05T15:55:05Z
U0017,purchased,P0037,2024-10-05T05:30:25Z
U0017,viewed,P0006,2024-10-09T07:27:10Z
U0018,purchased,P0060,2024-12-30T16:35:35Z
U0018,purchased,P0059,2025-01-01T19:16:16Z
U0018,purchased,P0023,2024-12-31T03:59:33Z
U0018,purchased,P0009,2025-01-01T01:41:58Z
U0018,add-to-cart,P0032,2024-12-30T19:06:45Z
U0018,add-to-cart,P0076,2025-01-04T14:22:48Z
U0019,viewed,P0097,2024-01-20T10:39:14Z
U0019,viewed,P0071,2024-01-19T01:22:27Z
U0019,viewed,P0066,2024-01-16T05:51:01Z
U0019,purchased,P0023,2024-01-29T07:15:05Z
U0019,viewed,P0057,2024-01-27T01:32:56Z
U0019,viewed,P0072,2024-01-27T16:50:29Z
U0019,purchased,P0008,2024-01-24T09:17:19Z
U0019,viewed,P0006,2024-01-28T14:57:30Z
U0019,viewed,P0065,2024-01-28T07:53:18Z
U0020,viewed,P0006,2024-11-27T20:18:36Z
U0020,viewed,P0099,2024-11-29T15:24:05Z
U0020,viewed,P0045,2024-11-25T04:47:11Z
U0020,add-to-cart,P0052,2024-11-27T08:11:27Z
U0020,add-to-cart,P0043,2024-11-24T18:43:58Z
U0020,purchased,P0054,2024-12-09T10:00:20Z
U0020,add-to-cart,P0062,2024-12-08T10:36:48Z
U0020,viewed,P0096,2024-12-14T15:32:40Z
U0020,viewed,P0053,2024-12-13T06:19:11Z
U0020,viewed,P0021,2025-01-01T23:45:13Z
U0020,viewed,P0012,2025-01-02T02:52:32Z
U0020,add-to-cart,P0001,2025-01-03T12:00:18Z
U0020,viewed,P0004,2025-01-02T13:49:40Z
U0021,add-to-cart,P0052,2024-04-17T19:30:01Z
U0021,add-to-cart,P0026,2024-04-18T21:22:51Z
U0021,add-to-cart,P0081,2024-04-20T14:58:03Z
U0021,viewed,P0043,2024-04-16T02:29:30Z
U0021,viewed,P0031,2024-04-17T16:45:13Z
U0021,add-to-cart,P0080,2024-04-29T03:07:56Z
U0021,viewed,P0068,2024-04-29T17:15:14Z
U0021,viewed,P0092,2024-04-27T19:58:17Z
U0021,purchased,P0098,2024-04-24T14:32:15Z
U0021,viewed,P0011,2024-04-26T09:22:14Z
U0021,viewed,P0056,2024-04-23T08:06:35Z
U0021,viewed,P0024,2024-05-09T17:31:05Z
U0021,viewed,P0064,2024-05-07T09:45:08Z
U0021,viewed,P0058,2024-05-09T09:06:03Z
U0021,viewed,P0079,2024-05-10T10:26:32Z
U0021,viewed,P0053,2024-05-17T14:58:06Z
U0021,viewed,P0079,2024-05-16T08:14:19Z
U0021,viewed,P0042,2024-05-20T08:09:01Z
U0021,add-to-cart,P0096,2024-05-18T17:40:42Z
U0021,viewed,P0003,2024-05-20T18:31:32Z
U0021,viewed,P0026,2024-05-25T05:44:19Z
U0021,viewed,P0084,2024-05-27T16:04:05Z
U0021,viewed,P0025,2024-05-26T13:10:37Z
U0021,purchased,P0028,2024-05-25T04:32:33Z
U0021,viewed,P0002,2024-06-26T11:30:16Z
U0021,viewed,P0075,2024-06-30T10:56:57Z
U0021,viewed,P0084,2024-06-26T18:28:33Z
U0021,add-to-cart,P0052,2024-06-26T00:16:56Z
U0021,viewed,P0065,2024-07-06T16:33:56Z
U0021,purchased,P0052,2024-07-03T03:54:46Z
U0021,viewed,P0051,2024-07-05T09:26:43Z
U0021,viewed,P0086,2024-07-08T21:03:15Z
U0021,viewed,P0076,2024-07-04T12:29:49Z
U0021,viewed,P0092,2024-09-11T23:00:27Z
U0021,add-to-cart,P0004,2024-09-16T07:20:47Z
U0021,purchased,P0049,2024-09-12T23:04:24Z
U0021,viewed,P0024,2024-09-10T19:00:27Z
U0021,purchased,P0066,2024-11-16T01:35:43Z
U0021,viewed,P0078,2024-11-17T23:44:24Z
U0021,add-to-cart,P0022,2024-11-16T04:12:07Z
U0021,viewed,P0082,2024-11-13T05:25:26Z
U0022,add-to-cart,P0026,2024-12-07T13:37:13Z
U0022,viewed,P0087,2024-12-03T07:57:51Z
U0022,viewed,P0095,2024-12-09T08:29:46Z
U0022,viewed,P0074,2024-12-09T11:39:42Z
U0022,purchased,P0018,2024-12-03T03:51:17Z
U0023,viewed,P0069,2024-03-03T02:33:04Z
U0023,viewed,P0063,2024-03-07T00:56:51Z
U0023,purchased,P0088,2024-03-08T15:15:31Z
U0023,viewed,P0026,2024-03-06T20:58:32Z
U0023,add-to-cart,P0013,2024-03-04T01:37:41Z
U0024,viewed,P0071,2024-01-06T08:31:07Z
U0024,viewed,P0052,2024-01-06T16:26:16Z
U0024,add-to-cart,P0025,2024-01-04T17:07:09Z
U0024,viewed,P0095,2024-01-01T15:13:42Z
U0024,viewed,P0001,2024-01-03T05:43:47Z
U0024,add-to-cart,P0043,2024-01-04T05:31:58Z
U0024,viewed,P0036,2024-01-16T19:43:52Z
U0024,add-to-cart,P0022,2024-01-18T08:55:30Z
U0024,viewed,P0078,2024-01-18T10:52:03Z
U0024,purchased,P0002,2024-01-15T16:21:01Z
U0024,viewed,P0079,2024-02-10T15:28:40Z
U0024,viewed,P0028,2024-02-10T20:57:44Z
U0024,viewed,P0095,2024-02-05T14:04:20Z
U0024,add-to-cart,P0011,2024-02-11T04:03:18Z
U0024,purchased,P0040,2024-02-07T09:25:08Z
U0024,purchased,P0054,2024-02-22T19:36:50Z
U0024,viewed,P0092,2024-02-22T09:38:03Z
U0024,add-to-cart,P0089,2024-02-22T10:10:00Z
U0024,viewed,P0023,2024-02-25T09:35:41Z
U0024,purchased,P0026,2024-02-19T21:58:04Z
U0024,viewed,P0026,2024-02-20T20:35:05Z
U0024,viewed,P0061,2024-03-07T04:24:21Z
U0024,viewed,P0040,2024-03-10T23:01:13Z
U0024,purchased,P0070,2024-03-06T00:46:25Z
U0025,viewed,P0095,2024-11-10T15:49:00Z
U0025,purchased,P0066,2024-11-12T21:52:41Z
U0025,viewed,P0006,2024-11-14T05:04:46Z
U0025,add-to-cart,P0055,2024-11-09T16:02:24Z
U0025,viewed,P0029,2024-11-15T20:05:46Z
U0025,add-to-cart,P0035,2024-11-14T21:08:51Z
U0025,viewed,P0091,2024-11-27T22:35:15Z
U0025,add-to-cart,P0065,2024-11-29T22:18:10Z
U0025,purchased,P0024,2024-11-28T11:46:01Z
U0025,add-to-cart,P0047,2024-12-10T11:30:27Z
U0025,viewed,P0003,2024-12-11T05:33:52Z
U0025,viewed,P0034,2024-12-10T18:03:38Z
U0025,viewed,P0078,2024-12-09T10:16:22Z
U0025,purchased,P0050,2024-12-12T06:52:12Z
U0026,viewed,P0078,2024-04-19T00:00:44Z
U0026,viewed,P0054,2024-04-25T12:39:41Z
U0026,viewed,P0041,2024-04-23T05:57:27Z
U0026,viewed,P0070,2024-04-25T14:53:58Z
U0026,add-to-cart,P0006,2024-04-24T18:02:36Z
U0026,viewed,P0015,2024-05-05T10:17:40Z
U0026,viewed,P0011,2024-05-05T05:11:45Z
U0026,viewed,P0042,2024-05-03T18:41:25Z
U0026,viewed,P0063,2024-05-06T13:05:27Z
U0026,add-to-cart,P0021,2024-05-16T20:53:07Z
U0026,add-to-cart,P0003,2024-05-15T00:57:27Z
U0026,purchased,P0016,2024-05-15T17:11:13Z
U0026,add-to-cart,P0070,2024-06-03T17:36:13Z
U0026,viewed,P0035,2024-06-05T16:51:56Z
U0026,add-to-cart,P0039,2024-06-02T18:49:21Z
U0026,purchased,P0053,2024-06-03T12:54:17Z
U0026,purchased,P0053,2024-06-19T19:07:57Z
U0026,viewed,P0066,2024-06-19T00:16:02Z
U0026,viewed,P0014,2024-06-15T15:14:13Z
U0026,viewed,P0047,2024-06-14T22:49:44Z
U0027,viewed,P0081,2024-10-13T10:40:25Z
U0027,viewed,P0036,2024-10-18T15:44:46Z
U0027,viewed,P0056,2024-10-15T07:26:21Z
U0027,viewed,P0095,2024-10-13T07:07:43Z
U0027,viewed,P0004,2024-10-15T08:38:49Z
U0027,purchased,P0001,2024-10-15T16:15:42Z
U0027,viewed,P0023,2024-10-24T03:46:59Z
U0027,viewed,P0003,2024-10-23T00:56:33Z
U0027,viewed,P0021,2024-10-19T16:34:21Z
U0027,viewed,P0008,2024-10-22T10:25:42Z
U0028,add-to-cart,P0045,2024-11-24T18:21:57Z
U0028,purchased,P0051,2024-11-24T11:38:03Z
U0028,viewed,P0036,2024-11-24T00:29:22Z
U0028,viewed,P0051,2024-11-26T02:15:00Z
U0028,viewed,P0053,2024-11-28T00:06:37Z
U0029,viewed,P0096,2024-10-03T01:13:21Z
U0029,purchased,P0040,2024-09-28T10:40:40Z
U0029,purchased,P0090,2024-10-01T11:54:43Z
U0029,purchased,P0041,2024-10-01T01:52:04Z
U0029,viewed,P0063,2024-10-05T18:35:16Z
U0029,viewed,P0080,2024-10-07T20:18:33Z
U0029,add-to-cart,P0053,2024-10-09T22:23:13Z
U0029,purchased,P0013,2024-10-05T22:42:35Z
U0029,add-to-cart,P0048,2024-10-05T14:38:59Z
U0029,add-to-cart,P0078,2024-10-10T06:24:25Z
U0029,viewed,P0086,2024-10-16T00:07:40Z
U0029,add-to-cart,P0030,2024-10-16T02:29:43Z
U0029,viewed,P0084,2024-10-15T15:01:18Z
U0029,viewed,P0068,2024-10-16T14:58:46Z
U0029,viewed,P0049,2024-10-12T00:29:32Z
U0029,viewed,P0076,2024-10-21T07:13:40Z
U0029,viewed,P0012,2024-10-20T21:51:15Z
U0029,viewed,P0085,2024-10-23T19:28:12Z
U0030,viewed,P0078,2024-04-09T11:21:28Z
U0030,add-to-cart,P0067,2024-04-08T01:21:12Z
U0030,add-to-cart,P0061,2024-04-08T17:48:20Z
U0030,add-to-cart,P0022,2024-04-04T05:46:36Z
U0030,add-to-cart,P0084,2024-04-13T08:26:03Z
U0030,viewed,P0047,2024-04-13T03:18:05Z
U0030,add-to-cart,P0100,2024-04-16T01:51:17Z
U0030,add-to-cart,P0065,2024-04-13T16:37:25Z
U0030,add-to-cart,P0054,2024-04-21T08:46:42Z
U0030,viewed,P0065,2024-04-21T12:14:00Z
U0030,viewed,P0017,2024-04-22T21:43:05Z
U0030,viewed,P0087,2024-06-08T05:30:12Z
U0030,viewed,P0083,2024-06-05T09:01:33Z
U0030,viewed,P0083,2024-06-08T01:32:21Z
U0030,add-to-cart,P0059,2024-06-08T14:21:44Z
U0030,viewed,P0086,2024-06-08T02:01:08Z
U0030,viewed,P0057,2024-06-09T17:54:32Z
U0030,viewed,P0035,2024-11-06T17:50:05Z
U0030,add-to-cart,P0038,2024-11-07T19:30:44Z
U0030,add-to-cart,P0013,2024-11-09T22:18:52Z
U0030,purchased,P0032,2024-11-10T14:11:47Z
U0031,purchased,P0056,2024-11-19T04:28:06Z
U0031,purchased,P0095,2024-11-24T19:01:21Z
U0031,viewed,P0017,2024-11-22T02:28:31Z
U0031,add-to-cart,P0087,2024-11-20T10:13:33Z
U0031,add-to-cart,P0078,2024-11-19T18:24:49Z
U0031,purchased,P0057,2025-01-22T13:58:54Z
U0031,viewed,P0011,2025-01-21T16:41:54Z
U0031,viewed,P0097,2025-01-23T01:45:30Z
U0032,add-to-cart,P0080,2024-07-06T18:23:00Z
U0032,add-to-cart,P0006,2024-07-11T16:26:59Z
U0032,add-to-cart,P0011,2024-07-05T19:06:46Z
U0032,viewed,P0040,2024-08-31T02:33:20Z
U0032,purchased,P0017,2024-08-30T07:41:24Z
U0032,add-to-cart,P0055,2024-09-01T07:13:24Z
U0032,viewed,P0038,2024-08-31T13:36:16Z
U0032,add-to-cart,P0001,2024-09-02T11:18:09Z
U0033,add-to-cart,P0065,2024-07-17T04:08:33Z
U0033,viewed,P0065,2024-07-14T14:45:28Z
U0033,add-to-cart,P0022,2024-07-16T17:40:02Z
U0033,viewed,P0045,2024-08-03T16:53:23Z
U0033,purchased,P0091,2024-08-08T21:24:09Z
U0033,viewed,P0083,2024-08-06T02:44:48Z
U0033,purchased,P0096,2024-08-05T12:26:59Z
U0033,viewed,P0069,2024-08-06T01:03:39Z
U0034,viewed,P0035,2024-04-12T19:15:52Z
U0034,viewed,P0050,2024-04-10T20:21:05Z
U0034,add-to-cart,P0015,2024-04-12T13:20:39Z
U0034,viewed,P0098,2024-04-18T00:35:46Z
U0034,add-to-cart,P0061,2024-04-19T09:53:53Z
U0034,viewed,P0092,2024-04-15T07:03:12Z
U0034,add-to-cart,P0050,2024-04-23T20:11:05Z
U0034,viewed,P0044,2024-04-22T12:16:30Z
U0034,purchased,P0087,2024-04-22T21:40:37Z
U0034,viewed,P0061,2024-04-25T00:43:04Z
U0034,viewed,P0044,2024-05-30T21:05:51Z
U0034,purchased,P0014,2024-05-31T11:39:14Z
U0034,viewed,P0018,2024-05-29T02:13:53Z
